,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Comoros,0.022988505747126436,0.07547169811320754,0.2094651817941503,1.0,2020-04-30,False
1,South Sudan,0.04597701149425287,0.1509433962264151,0.20575714605232742,0.7166666666666667,2020-04-05,False
2,Sierra Leone,0.06321839080459771,0.20754716981132076,0.6462041036084214,1.0,2020-03-31,False
3,Tajikistan,0.3045977011494253,1.0,0.3694729796612938,0.1724137931034483,2020-05-01,False
4,Tonga,0.022988505747126436,0.07547169811320754,0.6872447238517273,1.0,2021-10-29,False
5,Samoa,0.022988505747126436,0.07547169811320754,0.1452701353299637,1.0,2020-11-18,False
6,North Korea,0.022988505747126436,0.07547169811320754,0.809644127007421,1.0,2022-05-14,False
7,Yemen,0.2471264367816092,0.8113207547169812,0.9555464904620732,0.5,2020-04-10,False
8,Falkland Islands,0.005747126436781609,0.018867924528301886,0.4194419448086265,1.0,2020-04-04,False
9,Kiribati,0.011494252873563218,0.03773584905660377,0.1442039910712397,1.0,2021-05-18,False
10,Sao Tome and Principe,0.011494252873563218,0.03773584905660377,0.3718074705248712,1.0,2020-04-06,False
11,Vanuatu,0.028735632183908046,0.09433962264150943,0.7226346813664409,1.0,2020-11-10,False
12,Palau,0.017241379310344827,0.05660377358490566,0.9323460841525459,0.75,2021-08-22,False
13,Burundi,0.022988505747126436,0.07547169811320754,0.8428965487481542,1.0,2020-03-31,False
14,Solomon Islands,0.017241379310344827,0.05660377358490566,0.3599694158420996,0.17647058823529413,2020-10-12,False
15,Nauru,0.005747126436781609,0.018867924528301886,0.46506000052743635,0.3333333333333333,2022-04-04,False
16,Tuvalu,0.005747126436781609,0.018867924528301886,0.7167184518829239,0.5789473684210527,2022-05-23,False
17,Botswana,0.06321839080459771,0.20754716981132076,0.14938341788993248,1.0,2020-03-30,True
18,Malawi,0.05172413793103448,0.169811320754717,0.7458032177170404,0.8181818181818182,2020-04-02,False
19,Lesotho,0.005747126436781609,0.018867924528301886,0.9224975130151952,1.0,2020-05-13,False
